"ORIGIN NET (mindspore)","TARGET NET (pytorch)","shape of orig","shape of target","result of allclose","ratio of allclose","cosine similarity","mean & max diffs"
"NN_Conv2d_284_forward_input.0","NN_Conv2d_284_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","24.74%","0.29382","0.00831, 0.03682"
"NN_Conv2d_284_forward_output","NN_Conv2d_284_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.40%","0.04574","0.00482, 0.02036"
"NN_Conv2d_285_forward_input.0","NN_Conv2d_285_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","24.74%","0.29382","0.00831, 0.03682"
"NN_Conv2d_285_forward_output","NN_Conv2d_285_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.40%","0.04574","0.00482, 0.02036"
"NN_Conv2d_286_forward_input.0","NN_Conv2d_286_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","24.74%","0.29382","0.00831, 0.03682"
"NN_Conv2d_286_forward_output","NN_Conv2d_286_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.40%","0.04574","0.00482, 0.02036"
"Functional_concat_18_forward_input.0.0","Torch_cat_18_forward_input.0.0","(10, 256, 14, 14)","(10, 256, 14, 14)","False","0.21%","0.04755","0.02958, 0.14673"
"Functional_concat_18_forward_input.0.1","Torch_cat_18_forward_input.0.1","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.40%","0.04574","0.00482, 0.02036"
"","Torch_cat_18_forward_output","","(10, 288, 14, 14)","False","0.00%","nan","nan, nan"
"Functional_concat_18_forward_output","","(10, 288, 14, 14)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_287_forward_input.0","NN_BatchNorm2d_287_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_287_forward_output","NN_BatchNorm2d_287_forward_output","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_288_forward_input.0","NN_BatchNorm2d_288_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_288_forward_output","NN_BatchNorm2d_288_forward_output","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_289_forward_input.0","NN_BatchNorm2d_289_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_289_forward_output","NN_BatchNorm2d_289_forward_output","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_290_forward_input.0","NN_BatchNorm2d_290_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_290_forward_output","NN_BatchNorm2d_290_forward_output","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_291_forward_input.0","NN_BatchNorm2d_291_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_291_forward_output","NN_BatchNorm2d_291_forward_output","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_292_forward_input.0","NN_BatchNorm2d_292_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_292_forward_output","NN_BatchNorm2d_292_forward_output","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_293_forward_input.0","NN_BatchNorm2d_293_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_293_forward_output","NN_BatchNorm2d_293_forward_output","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"Functional_relu_40_forward_input.0","Functional_relu_40_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"Functional_relu_40_forward_output","Functional_relu_40_forward_output","(10, 288, 14, 14)","(10, 288, 14, 14)","False","26.12%","0.32215","0.01777, 0.10097"
"NN_Conv2d_287_forward_input.0","NN_Conv2d_287_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","26.12%","0.32215","0.01777, 0.10097"
"NN_Conv2d_287_forward_output","NN_Conv2d_287_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_Conv2d_288_forward_input.0","NN_Conv2d_288_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","26.12%","0.32215","0.01777, 0.10097"
"NN_Conv2d_288_forward_output","NN_Conv2d_288_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_Conv2d_289_forward_input.0","NN_Conv2d_289_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","26.12%","0.32215","0.01777, 0.10097"
"NN_Conv2d_289_forward_output","NN_Conv2d_289_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_Conv2d_290_forward_input.0","NN_Conv2d_290_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","26.12%","0.32215","0.01777, 0.10097"
"NN_Conv2d_290_forward_output","NN_Conv2d_290_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_Conv2d_291_forward_input.0","NN_Conv2d_291_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","26.12%","0.32215","0.01777, 0.10097"
"NN_Conv2d_291_forward_output","NN_Conv2d_291_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_Conv2d_292_forward_input.0","NN_Conv2d_292_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","26.12%","0.32215","0.01777, 0.10097"
"NN_Conv2d_292_forward_output","NN_Conv2d_292_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_Conv2d_293_forward_input.0","NN_Conv2d_293_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","26.12%","0.32215","0.01777, 0.10097"
"NN_Conv2d_293_forward_output","NN_Conv2d_293_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_BatchNorm2d_294_forward_input.0","NN_BatchNorm2d_294_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_BatchNorm2d_294_forward_output","NN_BatchNorm2d_294_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_BatchNorm2d_295_forward_input.0","NN_BatchNorm2d_295_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_BatchNorm2d_295_forward_output","NN_BatchNorm2d_295_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_BatchNorm2d_296_forward_input.0","NN_BatchNorm2d_296_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_BatchNorm2d_296_forward_output","NN_BatchNorm2d_296_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_BatchNorm2d_297_forward_input.0","NN_BatchNorm2d_297_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_BatchNorm2d_297_forward_output","NN_BatchNorm2d_297_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_BatchNorm2d_298_forward_input.0","NN_BatchNorm2d_298_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_BatchNorm2d_298_forward_output","NN_BatchNorm2d_298_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_BatchNorm2d_299_forward_input.0","NN_BatchNorm2d_299_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_BatchNorm2d_299_forward_output","NN_BatchNorm2d_299_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_BatchNorm2d_300_forward_input.0","NN_BatchNorm2d_300_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_BatchNorm2d_300_forward_output","NN_BatchNorm2d_300_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"Functional_relu_41_forward_input.0","Functional_relu_41_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"Functional_relu_41_forward_output","Functional_relu_41_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.89%","0.36073","0.00765, 0.03634"
"NN_Conv2d_294_forward_input.0","NN_Conv2d_294_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.89%","0.36073","0.00765, 0.03634"
"NN_Conv2d_294_forward_output","NN_Conv2d_294_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.38%","0.09148","0.00446, 0.02050"
"NN_Conv2d_295_forward_input.0","NN_Conv2d_295_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.89%","0.36073","0.00765, 0.03634"
"NN_Conv2d_295_forward_output","NN_Conv2d_295_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.38%","0.09148","0.00446, 0.02050"
"NN_Conv2d_296_forward_input.0","NN_Conv2d_296_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.89%","0.36073","0.00765, 0.03634"
"NN_Conv2d_296_forward_output","NN_Conv2d_296_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.38%","0.09148","0.00446, 0.02050"
"NN_Conv2d_297_forward_input.0","NN_Conv2d_297_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.89%","0.36073","0.00765, 0.03634"
"NN_Conv2d_297_forward_output","NN_Conv2d_297_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.38%","0.09148","0.00446, 0.02050"
"NN_Conv2d_298_forward_input.0","NN_Conv2d_298_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.89%","0.36073","0.00765, 0.03634"
"NN_Conv2d_298_forward_output","NN_Conv2d_298_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.38%","0.09148","0.00446, 0.02050"
"NN_Conv2d_299_forward_input.0","NN_Conv2d_299_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.89%","0.36073","0.00765, 0.03634"
"NN_Conv2d_299_forward_output","NN_Conv2d_299_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.38%","0.09148","0.00446, 0.02050"
"NN_Conv2d_300_forward_input.0","NN_Conv2d_300_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.89%","0.36073","0.00765, 0.03634"
"NN_Conv2d_300_forward_output","NN_Conv2d_300_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.38%","0.09148","0.00446, 0.02050"
"Functional_concat_19_forward_input.0.0","Torch_cat_19_forward_input.0.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"Functional_concat_19_forward_input.0.1","Torch_cat_19_forward_input.0.1","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.38%","0.09148","0.00446, 0.02050"
"","Torch_cat_19_forward_output","","(10, 320, 14, 14)","False","0.00%","nan","nan, nan"
"Functional_concat_19_forward_output","","(10, 320, 14, 14)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_301_forward_input.0","NN_BatchNorm2d_301_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"NN_BatchNorm2d_301_forward_output","NN_BatchNorm2d_301_forward_output","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"NN_BatchNorm2d_302_forward_input.0","NN_BatchNorm2d_302_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"NN_BatchNorm2d_302_forward_output","NN_BatchNorm2d_302_forward_output","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"NN_BatchNorm2d_303_forward_input.0","NN_BatchNorm2d_303_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"NN_BatchNorm2d_303_forward_output","NN_BatchNorm2d_303_forward_output","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"NN_BatchNorm2d_304_forward_input.0","NN_BatchNorm2d_304_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"NN_BatchNorm2d_304_forward_output","NN_BatchNorm2d_304_forward_output","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"NN_BatchNorm2d_305_forward_input.0","NN_BatchNorm2d_305_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"NN_BatchNorm2d_305_forward_output","NN_BatchNorm2d_305_forward_output","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"NN_BatchNorm2d_306_forward_input.0","NN_BatchNorm2d_306_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"NN_BatchNorm2d_306_forward_output","NN_BatchNorm2d_306_forward_output","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"NN_BatchNorm2d_307_forward_input.0","NN_BatchNorm2d_307_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"NN_BatchNorm2d_307_forward_output","NN_BatchNorm2d_307_forward_output","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"Functional_relu_42_forward_input.0","Functional_relu_42_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"Functional_relu_42_forward_output","Functional_relu_42_forward_output","(10, 320, 14, 14)","(10, 320, 14, 14)","False","25.95%","0.32243","0.01628, 0.10097"
"NN_Conv2d_301_forward_input.0","NN_Conv2d_301_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","25.95%","0.32243","0.01628, 0.10097"
"NN_Conv2d_301_forward_output","NN_Conv2d_301_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_Conv2d_302_forward_input.0","NN_Conv2d_302_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","25.95%","0.32243","0.01628, 0.10097"
"NN_Conv2d_302_forward_output","NN_Conv2d_302_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_Conv2d_303_forward_input.0","NN_Conv2d_303_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","25.95%","0.32243","0.01628, 0.10097"
"NN_Conv2d_303_forward_output","NN_Conv2d_303_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_Conv2d_304_forward_input.0","NN_Conv2d_304_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","25.95%","0.32243","0.01628, 0.10097"
"NN_Conv2d_304_forward_output","NN_Conv2d_304_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_Conv2d_305_forward_input.0","NN_Conv2d_305_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","25.95%","0.32243","0.01628, 0.10097"
"NN_Conv2d_305_forward_output","NN_Conv2d_305_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_Conv2d_306_forward_input.0","NN_Conv2d_306_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","25.95%","0.32243","0.01628, 0.10097"
"NN_Conv2d_306_forward_output","NN_Conv2d_306_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_Conv2d_307_forward_input.0","NN_Conv2d_307_forward_input.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","25.95%","0.32243","0.01628, 0.10097"
"NN_Conv2d_307_forward_output","NN_Conv2d_307_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_BatchNorm2d_308_forward_input.0","NN_BatchNorm2d_308_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_BatchNorm2d_308_forward_output","NN_BatchNorm2d_308_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_BatchNorm2d_309_forward_input.0","NN_BatchNorm2d_309_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_BatchNorm2d_309_forward_output","NN_BatchNorm2d_309_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_BatchNorm2d_310_forward_input.0","NN_BatchNorm2d_310_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_BatchNorm2d_310_forward_output","NN_BatchNorm2d_310_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_BatchNorm2d_311_forward_input.0","NN_BatchNorm2d_311_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_BatchNorm2d_311_forward_output","NN_BatchNorm2d_311_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_BatchNorm2d_312_forward_input.0","NN_BatchNorm2d_312_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_BatchNorm2d_312_forward_output","NN_BatchNorm2d_312_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_BatchNorm2d_313_forward_input.0","NN_BatchNorm2d_313_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_BatchNorm2d_313_forward_output","NN_BatchNorm2d_313_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_BatchNorm2d_314_forward_input.0","NN_BatchNorm2d_314_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"NN_BatchNorm2d_314_forward_output","NN_BatchNorm2d_314_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"Functional_relu_43_forward_input.0","Functional_relu_43_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.79%","0.09803","0.00927, 0.04874"
"Functional_relu_43_forward_output","Functional_relu_43_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","27.45%","0.42696","0.00636, 0.03790"
"NN_Conv2d_308_forward_input.0","NN_Conv2d_308_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","27.45%","0.42696","0.00636, 0.03790"
"NN_Conv2d_308_forward_output","NN_Conv2d_308_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.42%","0.06133","0.00393, 0.01694"
"NN_Conv2d_309_forward_input.0","NN_Conv2d_309_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","27.45%","0.42696","0.00636, 0.03790"
"NN_Conv2d_309_forward_output","NN_Conv2d_309_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.42%","0.06133","0.00393, 0.01694"
"NN_Conv2d_310_forward_input.0","NN_Conv2d_310_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","27.45%","0.42696","0.00636, 0.03790"
"NN_Conv2d_310_forward_output","NN_Conv2d_310_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.42%","0.06133","0.00393, 0.01694"
"NN_Conv2d_311_forward_input.0","NN_Conv2d_311_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","27.45%","0.42696","0.00636, 0.03790"
"NN_Conv2d_311_forward_output","NN_Conv2d_311_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.42%","0.06133","0.00393, 0.01694"
"NN_Conv2d_312_forward_input.0","NN_Conv2d_312_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","27.45%","0.42696","0.00636, 0.03790"
"NN_Conv2d_312_forward_output","NN_Conv2d_312_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.42%","0.06133","0.00393, 0.01694"
"NN_Conv2d_313_forward_input.0","NN_Conv2d_313_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","27.45%","0.42696","0.00636, 0.03790"
"NN_Conv2d_313_forward_output","NN_Conv2d_313_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.42%","0.06133","0.00393, 0.01694"
"NN_Conv2d_314_forward_input.0","NN_Conv2d_314_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","27.45%","0.42696","0.00636, 0.03790"
"NN_Conv2d_314_forward_output","NN_Conv2d_314_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.42%","0.06133","0.00393, 0.01694"
"Functional_concat_20_forward_input.0.0","Torch_cat_20_forward_input.0.0","(10, 320, 14, 14)","(10, 320, 14, 14)","False","0.45%","0.04767","0.02459, 0.14673"
"Functional_concat_20_forward_input.0.1","Torch_cat_20_forward_input.0.1","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.42%","0.06133","0.00393, 0.01694"
"","Torch_cat_20_forward_output","","(10, 352, 14, 14)","False","0.00%","nan","nan, nan"
